ID,Type,SKU,"GTIN, UPC, EAN, or ISBN",Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (oz),Length (in),Width (in),Height (in),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Brands,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Meta: stackable_optimized_css,Meta: rank_math_seo_score,Meta: rank_math_focus_keyword,Meta: rank_math_primary_product_cat,Meta: _dwps_table,Meta: _wcsob_hide,Meta: rank_math_primary_product_brand,Meta: rank_math_title
5648,simple,,,Custom Vertical Carry Boning Knife PU Leather Sheath with Belt Loop LKKSH20001,1,0,visible,"Sheath dimensions, color, material and style can be customized upon request.
\n<h3>Key Features</h3>
\n<ul>
\n 	<li>Ideal storage room for boning knives with blades up to 9 inches long. The sheath has a simplistic yet evocative design evoking natural luster.</li>
\n 	<li>Spare your hands and carry this sheath around the belt vertically. With the integral belt loop fixed on the side of the sheath, you are able to carry your trusted knives to anywhere.</li>
\n 	<li>The OEM service we offered also applies to this sheath. You can make changes to its design, size, color, even leather material however you like.</li>
\n</ul>",,,,taxable,,1,,,0,0,,,,,0,,,,Knife Accessories > Knife Sheaths,,,https://img.leeknives.com/wp-content/uploads/2022/11/LKKSH20001.jpg,,,,,,,,,0,,Material,PU Leather,0,1,,11,,86,5645,no,
5650,simple,,,Custom Vertical Carry Boning Knife PU Leather Sheath with Belt Loop LKKSH20002,1,0,visible,"Sheath dimensions, color, material and style can be customized upon request.
\n<h3>Key Features</h3>
\n<ul>
\n 	<li>Fixed size for carrying boning knives and other smaller-scale butcher knives with curved belly. The overall size and dimension is adjustable according to your needs.</li>
\n 	<li>PU leather has a great resistance that isolates water to prevent steel blade oxidation.</li>
\n 	<li>Apply to belt loop vertical carrying. A convenient way to strap the sheath to your body without getting in the way of regular activities.</li>
\n</ul>",,,,taxable,,1,,,0,0,,,,,0,,,,Knife Accessories > Knife Sheaths,,,https://img.leeknives.com/wp-content/uploads/2022/11/LKKSH20002.jpg,,,,,,,,,0,,Material,PU Leather,0,1,,11,,86,5645,no,
5652,simple,,,Custom Vertical Carry Boning Knife PU Leather Sheath with Belt Loop LKKSH20003,1,0,visible,"Sheath dimensions, color, material and style can be customized upon request.
\n<h3>Key Features</h3>
\n<ul>
\n 	<li>The sheath is made from eco-friendly PU leather. This artificial material perfectly rendered the glossy shine and soothing texture of real leather, while being more affordable to end customers.</li>
\n 	<li>Boning knives with a curved cutting edge are the best fit for this sheath. Nonetheless, it can also preserve knives with other shapes in smaller sizes.</li>
\n 	<li>Having a belt loop means the sheath can be vertical carried freely. Saving troubles of finding a separate connecting strap.</li>
\n</ul>",,,,taxable,,1,,,0,0,,,,,0,,,,Knife Accessories > Knife Sheaths,,,https://img.leeknives.com/wp-content/uploads/2022/11/LKKSH20003.jpg,,,,,,,,,0,,Material,PU Leather,0,1,,11,,86,5645,no,
5654,simple,,,Custom Vertical Carry Butcher Knife PU Leather Sheath with Belt Loop LKKSH20004,1,0,visible,"Sheath dimensions, color, material and style can be customized upon request.
\n<h3>Key Features</h3>
\n<ul>
\n 	<li>A classic butcher knife sheath custom-built using PU leather. Despite it being synthetic, PU leather is a strong material for daily use that won’t deform easily.</li>
\n 	<li>Created with buckle strap and belt loop. These are reliable designs that will prevent knives from falling off even running or climbing.</li>
\n 	<li>While the sheath was initially made for medium sized butcher knives, it can be customized to fit your needs. We can change it to a more forgiving shape, add attachments, or even switch material entirely.</li>
\n</ul>",,,,taxable,,1,,,0,0,,,,,0,,,,Knife Accessories > Knife Sheaths,,,https://img.leeknives.com/wp-content/uploads/2022/11/LKKSH20004.jpg,,,,,,,,,0,,Material,PU Leather,0,1,,11,,86,5645,no,
5656,simple,,,Custom Vertical Carry Buthcer Knife PU Leather Sheath with Belt Loop LKKSH20005,1,0,visible,"Sheath dimensions, color, material, and style can be customized upon request.
\n<h3>Key Features</h3>
\n<ul>
\n 	<li>Made from PU leather, being tough against deformation and discoloration while offering a satisfying texture makes them the best alternative of genuine leather.</li>
\n 	<li>The sheath measures approx 9 inches in length and 3 inches in width. With the shape tailored for butcher knives. It’s a relatively small sheath custom made for specific purposes doing its due diligence.</li>
\n 	<li>Vertical carrying by belt loop is the best method to handle this sheath.</li>
\n</ul>",,,,taxable,,1,,,0,0,,,,,0,,,,Knife Accessories > Knife Sheaths,,,https://img.leeknives.com/wp-content/uploads/2022/11/LKKSH20005.jpg,,,,,,,,,0,,Material,PU Leather,0,1,,11,,86,5645,no,
5658,simple,,,Custom Vertical Carry Fixed Blade Split Leather Sheath with Belt Loop LKKSH20006,1,0,visible,"Sheath dimensions, color, material, and style can be customized upon request.
\n<h3>Key Features</h3>
\n<ul>
\n 	<li>A mini sized leather sheath around 7 inches in length. Comprised of split leather, the sheath is impressive in enduring prolonged use and outside damage.</li>
\n 	<li>The portable size is fantastic for pocket knives. Vertical carry it using a belt loop, the users will barely feel a thing.</li>
\n 	<li>The sheath is meticulously sealed sideways with excellent stitching works. Closed by buckle strap ensuring safety.</li>
\n</ul>",,,,taxable,,1,,,0,0,,,,,0,,,,Knife Accessories > Knife Sheaths,,,"https://img.leeknives.com/wp-content/uploads/2022/11/LKKSH20006-featured.jpg, https://img.leeknives.com/wp-content/uploads/2022/11/LKKSH20006-with-knife.jpg",,,,,,,,,0,,Material,Split Leather,0,1,,11,,86,5645,no,
5663,simple,,,Custom Vertical Carry Fixed Blade Split Leather Sheath with Belt Loop LKKSH20007,1,0,visible,"Sheath dimensions, color, material, and style can be customized upon request.
\n<h3>Key Features</h3>
\n<ul>
\n 	<li>Authentic split leather made knife sheath. It’s a sought-after choice of genuine leather with adequate durability while maintaining a fair price.</li>
\n 	<li>The sheath is a neat choice for medium size chef knives, utility or paring knives. Contact us to shrink or enlarge the overall size to fit your specific needs.</li>
\n 	<li>The sheath has a belt loop on the back under the buckle. Make use of it and vertically carry the sheath around easily for outdoor activities.</li>
\n</ul>",,,,taxable,,1,,,0,0,,,,,0,,,,Knife Accessories > Knife Sheaths,,,https://img.leeknives.com/wp-content/uploads/2022/11/LKKSH20007-featured.jpg,,,,,,,,,0,,Material,Split Leather,0,1,,11,,86,5645,no,
5666,simple,,,Custom Vertical Carry Boning Knife Top-Grain Leather Sheath with Belt Loop LKKSH20008,1,0,visible,"Sheath dimensions, color, material, and style can be customized upon request.
\n<h3>Key Features</h3>
\n<ul>
\n 	<li>This sheath trio are all made of top-grain leather. Coming in three different sizes from 9 inches all the way up to 17 inches. Use the small one for paring or pocket knives, medium one for fillet knives, and the largest sheath for long, narrow boning knives.</li>
\n 	<li>The compact grain structure tells the density of top-grain leather and its power to repel damage.</li>
\n 	<li>All three pieces are attached with a belt loop that grants painless vertical carrying ability.</li>
\n</ul>",,,,taxable,,1,,,0,0,,,,,0,,,,Knife Accessories > Knife Sheaths,,,"https://img.leeknives.com/wp-content/uploads/2022/11/LKKSH20008-main.jpg, https://img.leeknives.com/wp-content/uploads/2022/11/LKKSH20008.jpg, https://img.leeknives.com/wp-content/uploads/2022/11/LKKSH20008-detail.jpg",,,,,,,,,0,,Material,Top-Grain Leather,0,1,,11,,86,5645,no,
5671,simple,,,Custom Dual-Carry Fixed Blade Top-Grain Leather Sheath with Belt Loop LKKSH20009,1,0,visible,"Sheath dimensions, color, material, and style can be customized upon request.
\n<h3>Key Features</h3>
\n<ul>
\n 	<li>Custom made using premium top grain leather. The sheath surface has lavishing reflections and a smooth, even texture. Top grain leather also doesn’t disappoint in resisting outside damage and keeps itself in good conditions.</li>
\n 	<li>The sheath is capable of preserving tactical knives, combat knives, and other utility pocket-sized knives.</li>
\n 	<li>The sheath allows dual-carrying both vertically or in horizontal style. It can be easily attached using the belt loop strapped around the sheath.</li>
\n</ul>",,,,taxable,,1,,,0,0,,,,,0,,,,Knife Accessories > Knife Sheaths,,,"https://img.leeknives.com/wp-content/uploads/2022/11/LKKSH20009.jpg, https://img.leeknives.com/wp-content/uploads/2022/11/LKKSH20009-horizontal.jpg, https://img.leeknives.com/wp-content/uploads/2022/11/LKKSH20009-bk.jpg, https://img.leeknives.com/wp-content/uploads/2022/11/LKKSH20009-bk-horizontal.jpg, https://img.leeknives.com/wp-content/uploads/2022/11/LKKSH20009-bk-vertical.jpg",,,,,,,,,0,,Material,Top-Grain Leather,0,1,,10,,86,5645,no,
5677,simple,,,Custom Vertical Carry Fixed Blade Top-Grain Leather Sheath with Belt Loop LKKSH20010,1,0,visible,"Sheath dimensions, color, material, and style can be customized upon request.
\n<h3>Key Features</h3>
\n<ul>
\n 	<li>The sheath was made from top grain leather, a natural grain leather of high caliber. With superb anti-deform and water resistant properties.</li>
\n 	<li>It’s a sufficiently small sized sheath in bullet shape. A 6 inch utility knife or combat knives will fit the most comfortably.</li>
\n 	<li>There is one belt loop nailed on the side. It’s used as a waistband to attach the sheath with your body.</li>
\n</ul>",,,,taxable,,1,,,0,0,,,,,0,,,,Knife Accessories > Knife Sheaths,,,"https://img.leeknives.com/wp-content/uploads/2022/11/LKKSH20010.jpg, https://img.leeknives.com/wp-content/uploads/2022/11/LKKSH20010-vertical.jpg, https://img.leeknives.com/wp-content/uploads/2022/11/LKKSH20010-front-back.jpg",,,,,,,,,0,,Material,Top-Grain Leather,0,1,,10,,86,5645,no,
